9E	1306.5421245421246
AA	1320.4728739002933
AS	1357.3625
B6	1304.3090909090909
DL	1337.548275862069
F9	1265.3958333333333
G4	1299.870588235294
HA	1293.659574468085
MQ	1364.014888337469
NK	1344.8490028490028
OH	1389.2933753943219
OO	1364.0830223880596
UA	1322.6673189823875
WN	1322.56993006993
YX	1295.0093457943926
